s1_256;2|256|4|64,2|1024|2|64,2|1024|2|64,2|256|4|64,,,,,2|4|256|8,2|4|256|8,,2|256|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|256|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s1_1024;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s1_2048;2|2048|4|64,2|1024|2|64,2|1024|2|64,2|2048|4|64,,,,,2|4|2048|8,2|4|2048|8,,2|2048|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|2048|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s1_4096;2|4096|4|64,2|1024|2|64,2|1024|2|64,2|4096|4|64,,,,,2|4|4096|8,2|4|4096|8,,2|4096|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|4096|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_64;2|1024|4|64,2|64|2|64,2|64|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|64|2|64,2|64|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_128;2|1024|4|64,2|128|2|64,2|128|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|128|2|64,2|128|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_256;2|1024|4|64,2|256|2|64,2|256|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|256|2|64,2|256|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_1024;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_2048;2|1024|4|64,2|2048|2|64,2|2048|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|2048|2|64,2|2048|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
s2_4096;2|1024|4|64,2|4096|2|64,2|4096|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|4096|2|64,2|4096|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
n2_1;2|1024|2|64,2|1024|1|64,2|1024|1|64,2|1024|2|64,,,,,2|2|1024|8,2|2|1024|8,,2|1024|2|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|2|64,2|1024|1|64,2|1024|1|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:2&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
n2_2;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
n2_5;2|1024|10|64,2|1024|5|64,2|1024|5|64,2|1024|10|64,,,,,2|10|1024|8,2|10|1024|8,,2|1024|10|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|10|64,2|1024|5|64,2|1024|5|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:10&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
n2_8;2|1024|16|64,2|1024|8|64,2|1024|8|64,2|1024|16|64,,,,,2|16|1024|8,2|16|1024|8,,2|1024|16|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|16|64,2|1024|8|64,2|1024|8|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:16&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
g_1;2|1024|2|64,2|1024|2|64,2|1024|2|64,2|1024|2|64,,,,,2|2|1024|8,2|2|1024|8,,2|1024|2|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|2|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:2&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
g_2;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
g_4;2|1024|8|64,2|1024|2|64,2|1024|2|64,2|1024|8|64,,,,,2|8|1024|8,2|8|1024|8,,2|1024|8|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|8|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:8&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
sparse_mode_0;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
sparse_mode_1;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:1&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
sparse_mode_2;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:2&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
sparse_mode_3;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:3&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
sparse_mode_4;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:4&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
pre_tokens_0;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:0&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
pre_tokens_128;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:128&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
pre_tokens_1024;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:1024&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
pre_tokens_65536;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
next_tokens_0;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:0&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
next_tokens_128;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:128&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
next_tokens_1024;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:1024&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
next_tokens_65536;2|1024|4|64,2|1024|2|64,2|1024|2|64,2|1024|4|64,,,,,2|4|1024|8,2|4|1024|8,,2|1024|4|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;2|1024|4|64,2|1024|2|64,2|1024|2|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:4&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
combo0;32|2048|8|64,32|2048|8|64,32|2048|8|64,32|2048|8|64,,,,,32|8|2048|8,32|8|2048|8,,32|2048|8|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;32|2048|8|64,32|2048|8|64,32|2048|8|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:8&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
combo1;1|64|1|64,1|64|1|64,1|64|1|64,1|64|1|64,,,,,1|1|64|8,1|1|64|8,,1|64|1|64,,,,,,,,,,,,,,,;1,1,1,1,1,4,0,4,0,0,1,1,9,9,9,9,9,1,1,1,1,1,1,1,0,1,1;1|64|1|64,1|64|1|64,1|64|1|64,,,,;1,1,1,1,1,1,0;scale_value=f:0.12500000&keep_prob=f:1.0&pre_tockens=i:65536&next_tockens=i:65536&head_num=i:1&input_layout=s:BSND&inner_precise=i:0&sparse_mode=i:0&pse_type=i:1&seed=i:2&offset=i:0&out_dtype=i:3&softmax_in_layout=s:;0
